customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_charge,num_services
9601-BRXPO,0,0,1,0,25,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,1,2-4 years,98.71153846153847,4
2863-IMQDR,0,0,0,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,89.65,5308.7,0,4+ years,85.6241935483871,6
5686-CMAWK,1,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,86.75,1410.25,0,1-2 years,78.34722222222223,2
5651-CRHKQ,0,0,1,0,41,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),86.2,3339.05,0,2-4 years,79.50119047619049,3
6905-NIQIN,1,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.65,50.65,1,0-1 year,25.325,1
8204-YJCLA,1,1,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),64.8,4732.35,0,4+ years,64.82671232876713,6
5167-ZFFMM,1,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.85,90.85,1,0-1 year,45.425,2
6583-SZVGP,1,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,5067.45,0,2-4 years,103.41734693877551,4
4895-TMWIR,1,1,1,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,214.75,1,0-1 year,17.895833333333332,0
0533-BNWKF,0,1,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.45,4874.7,1,4+ years,87.04821428571428,2
1708-PBBOA,0,0,0,0,42,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Electronic check,54.75,2348.45,0,2-4 years,54.61511627906976,5
8782-LKFPK,1,0,0,0,44,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,90.4,4063.0,0,2-4 years,90.28888888888889,2
5522-JBWMO,1,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,0-1 year,22.0,0
3597-MVHJT,0,0,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,2595.25,0,2-4 years,92.6875,2
9774-NRNAU,1,1,1,0,27,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),84.8,2309.55,0,2-4 years,82.48392857142858,5
0224-RLWWD,0,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.3,89.3,0,0-1 year,29.766666666666666,0
9967-ATRFS,0,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,367.55,0,1-2 years,18.3775,0
3951-NJCVI,0,1,1,0,42,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,3944.5,0,2-4 years,91.73255813953489,2
2977-CEBSX,0,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.05,5965.95,0,4+ years,89.04402985074627,6
0177-PXBAT,1,1,1,0,33,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.9,3694.7,0,2-4 years,108.66764705882352,5
6599-CEBNN,0,0,0,0,34,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.95,2524.45,1,2-4 years,72.12714285714286,1
2519-ERQOJ,1,1,0,0,33,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,54.6,1803.7,0,2-4 years,53.050000000000004,4
5876-QMYLD,0,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,415.1,0,1-2 years,17.295833333333334,0
2277-AXSDC,0,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,624.15,0,2-4 years,18.913636363636364,0
9442-JTWDL,0,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.05,237.7,0,0-1 year,19.808333333333334,0
0979-PHULV,1,0,1,1,69,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.45,7007.6,1,4+ years,100.10857142857144,3
3067-SVMTC,0,0,1,0,68,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),55.9,3848.8,0,4+ years,55.77971014492754,2
5495-GPSRW,1,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,419.4,0,1-2 years,19.97142857142857,0
7606-BPHHN,1,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1468.75,0,4+ years,20.11986301369863,0
4742-DRORA,1,0,1,1,60,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),95.4,5812.0,0,4+ years,95.27868852459017,3
0111-KLBQG,1,1,1,1,32,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.95,2861.45,0,2-4 years,86.71060606060605,3
4800-VHZKI,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,19.9,1,0-1 year,9.95,0
7989-CHGTL,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.6,19.6,1,0-1 year,9.8,0
0334-GDDSO,1,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.35,233.7,1,0-1 year,58.425,1
4163-NCJAK,0,0,1,0,46,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.45,1066.15,0,2-4 years,22.684042553191492,0
5233-AOZUF,0,0,1,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,2149.05,0,2-4 years,71.635,0
5973-EJGDP,1,0,0,0,51,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,87.35,4473.0,0,4+ years,86.01923076923077,3
1996-DBMUS,0,1,1,0,48,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,0,2-4 years,72.34795918367347,0
7916-VCCPB,0,0,1,1,16,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),73.25,1195.75,0,1-2 years,70.33823529411765,1
4686-GEFRM,1,0,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),98.7,6858.9,0,4+ years,96.60422535211266,4
5249-QYHEX,0,0,1,1,40,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1024.7,0,2-4 years,24.992682926829268,0
0578-SKVMF,0,0,1,1,22,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,83.3,1845.9,1,1-2 years,80.25652173913043,2
5564-NEMQO,0,1,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.3,75.3,1,0-1 year,37.65,1
2233-FAGXV,0,0,1,1,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.3,132.25,0,0-1 year,22.041666666666668,0
5605-IYGFG,0,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.85,515.45,0,0-1 year,64.43125,0
7663-ZTEGJ,1,0,0,1,29,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),100.55,2830.45,0,2-4 years,94.34833333333333,4
3935-TBRZZ,1,0,1,1,44,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.7,1110.5,0,2-4 years,24.677777777777777,0
8111-BKVDS,0,0,0,0,10,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.7,449.3,0,0-1 year,40.845454545454544,3
2055-SIFSS,0,1,1,0,55,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,0,4+ years,50.68839285714286,0
2806-MLNTI,1,1,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.1,5376.4,0,4+ years,101.44150943396225,4
8734-DKSTZ,0,0,1,1,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.95,858.6,0,0-1 year,78.05454545454546,1
4360-PNRQB,1,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.6,1395.05,0,1-2 years,73.42368421052632,0
6152-ONASV,0,0,1,0,68,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),58.25,3975.7,0,4+ years,57.618840579710145,2
9063-ZGTUY,0,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,1182.55,1,4+ years,19.073387096774194,0
7781-HVGMK,0,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.2,4784.45,0,4+ years,65.5404109589041,6
2181-UAESM,1,0,0,0,2,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,53.45,119.5,0,0-1 year,39.833333333333336,2
2957-LOLHO,1,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.4,518.9,1,0-1 year,39.91538461538461,0
6048-NJXHX,1,0,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,19.75,899.45,0,2-4 years,21.41547619047619,0
2320-SLKMB,0,0,0,0,26,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),44.45,1183.8,0,2-4 years,43.84444444444444,3
4980-URKXC,1,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,720.05,0,2-4 years,19.46081081081081,0
4376-KFVRS,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.05,8468.2,0,4+ years,116.00273972602741,6
5886-VLQVU,1,0,1,0,35,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),89.85,3161.2,0,2-4 years,87.8111111111111,2
3577-AMVUX,1,0,0,0,1,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,55.05,55.05,0,0-1 year,27.525,2
0771-WLCLA,0,0,1,1,16,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,112.95,1882.55,0,1-2 years,110.73823529411764,5
5628-RKIFK,0,1,0,0,49,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),101.55,5070.4,0,4+ years,101.40799999999999,3
0206-TBWLC,0,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,114.65,6049.5,0,4+ years,109.99090909090908,6
2937-FTHUR,0,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,64.8,1166.7,0,1-2 years,61.40526315789474,2
1910-FMXJM,0,0,1,0,36,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.4,2937.65,0,2-4 years,79.39594594594595,1
7752-XUSCI,0,0,0,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,6396.45,1,4+ years,104.85983606557377,4
4110-PFEUZ,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.55,69.55,1,0-1 year,34.775,0
0732-OCQOC,0,0,1,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.05,1270.25,0,4+ years,23.96698113207547,0
5168-MSWXT,1,0,1,1,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,759.55,0,0-1 year,84.39444444444445,3
1090-ESELR,1,0,1,1,72,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),105.5,7611.55,0,4+ years,104.26780821917808,5
8592-PLTMQ,0,0,0,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.7,1642.75,0,4+ years,25.273076923076925,0
5760-WRAHC,0,1,0,0,22,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.75,1545.4,0,1-2 years,67.19130434782609,4
8847-GEOOQ,1,0,1,0,60,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,0,4+ years,58.72786885245902,5
0256-LTHVJ,0,0,1,1,28,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,2227.1,1,2-4 years,76.79655172413793,1
4785-FCIFB,0,0,1,0,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.4,1417.9,0,4+ years,22.86935483870968,0
8313-NDOIA,0,0,0,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.15,2494.65,0,1-2 years,99.786,4
5149-CUZUJ,1,0,1,1,28,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),92.9,2768.35,0,2-4 years,95.4603448275862,4
0942-KOWSM,0,0,1,1,30,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),80.8,2369.3,0,2-4 years,76.42903225806452,5
4237-CLSMM,1,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,38.0,0,0-1 year,12.666666666666666,0
1452-VOQCH,1,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.1,75.1,0,0-1 year,37.55,0
4719-UMSIY,1,0,0,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,100.9,0,0-1 year,14.414285714285715,0
6614-VBEGU,0,0,1,0,24,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),69.45,1614.05,0,1-2 years,64.562,3
0880-TKATG,1,0,1,1,4,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,385.9,1,0-1 year,77.17999999999999,3
3811-VBYBZ,1,0,0,0,7,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,673.25,1,0-1 year,84.15625,3
1480-BKXGA,1,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,8404.9,0,4+ years,115.13561643835617,6
2996-XAUVF,1,0,0,0,70,0,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,1,Mailed check,40.05,2799.75,0,4+ years,39.433098591549296,2
9076-AXYIK,1,1,1,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,102.1,6538.45,0,4+ years,100.59153846153846,4
5968-XQIVE,1,0,1,1,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Electronic check,89.7,6588.95,0,4+ years,90.2595890410959,2
8896-RAZCR,0,0,0,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,868.1,0,2-4 years,19.29111111111111,0
4640-UHDOS,0,0,1,1,13,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,55.95,734.35,1,1-2 years,52.45357142857143,1
4933-IKULF,0,1,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,330.6,0,1-2 years,18.366666666666667,0
3583-EKAPL,1,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.0,55.0,1,0-1 year,27.5,1
1304-BCCFO,1,0,1,0,9,1,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,70.05,564.4,0,0-1 year,56.44,3
4104-PVRPS,1,0,1,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.6,1315.35,0,1-2 years,52.614,2
9399-APLBT,0,0,1,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7,1,0-1 year,37.35,1
2359-KMGLI,1,0,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.25,1861.5,1,1-2 years,74.46,1
3780-DDGSE,1,1,1,1,35,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,76.05,2747.2,0,2-4 years,76.3111111111111,4
4431-EDMIQ,0,0,1,1,7,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,75.7,554.05,0,0-1 year,69.25625,5
0306-JAELE,1,0,0,0,5,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.1,453.4,1,0-1 year,75.56666666666666,3
6227-HWPWX,0,0,0,1,15,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.0,994.8,1,1-2 years,62.175,0
0486-LGCCH,1,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,225.75,0,0-1 year,18.8125,0
0447-BEMNG,0,0,1,0,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),45.3,2145.0,1,2-4 years,43.775510204081634,3
4612-SSVHJ,0,1,0,0,20,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.45,1671.6,0,1-2 years,79.6,1
5168-MQQCA,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.5,8003.8,0,4+ years,109.64109589041097,5
5949-XIKAE,0,0,1,1,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,83.55,680.05,1,0-1 year,75.5611111111111,2
7971-HLVXI,1,0,1,1,72,1,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,1,Credit card (automatic),84.5,6130.85,0,4+ years,83.98424657534247,1
9094-AZPHK,0,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.15,1415.0,0,1-2 years,88.4375,3
3649-JPUGY,1,0,0,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),88.6,6201.95,0,4+ years,84.95821917808219,5
4472-LVYGI,0,0,1,1,0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),52.55,,0,,,4
8372-JUXUI,1,0,0,1,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,74.35,1,0-1 year,37.175,0
3552-CTCYF,1,0,1,1,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),104.8,6597.25,0,4+ years,103.08203125,4
6778-YSNIH,0,0,0,0,2,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.0,114.15,0,0-1 year,38.050000000000004,2
0388-EOPEX,0,0,1,0,2,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,139.4,1,0-1 year,46.46666666666667,1
5756-OZRIO,1,1,1,0,61,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),64.05,3902.6,0,4+ years,62.94516129032258,2
6579-JPICP,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,0,0-1 year,10.2,0
8205-OTCHB,1,0,0,0,22,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),43.75,903.6,1,1-2 years,39.28695652173913,3
4134-BSXLX,1,0,1,0,28,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,60.9,1785.65,0,2-4 years,61.574137931034485,3
0505-SPOOW,0,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,1397.65,0,4+ years,19.685211267605634,0
6235-VDHOM,0,1,0,0,5,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,28.45,131.05,1,0-1 year,21.84166666666667,1
7783-YKGDV,0,0,0,0,12,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),99.7,1238.45,1,0-1 year,95.26538461538462,4
4374-YMUSQ,1,0,0,0,34,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),116.25,3899.05,0,2-4 years,111.40142857142858,6
4513-CXYIX,0,1,1,0,71,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,1,Credit card (automatic),80.7,5676.0,0,4+ years,78.83333333333333,1
3957-HHLMR,0,0,1,1,70,1,Yes,DSL,Yes,No,No,No,No,Yes,One year,0,Bank transfer (automatic),65.2,4543.15,0,4+ years,63.98802816901408,2
7803-XOCCZ,0,0,1,1,52,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),84.05,4326.8,0,4+ years,81.63773584905661,3
5736-YEJAX,1,0,0,1,69,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),79.45,5502.55,0,4+ years,78.60785714285714,5
5609-CEBID,0,1,0,0,20,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.1,1782.4,1,1-2 years,84.87619047619049,3
8981-FJGLA,1,0,0,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,78.0,851.8,0,0-1 year,70.98333333333333,1
7218-HKQFK,1,0,1,0,2,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,94.2,167.5,1,0-1 year,55.833333333333336,3
4636-QRJKY,0,0,1,1,6,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,80.5,502.85,1,0-1 year,71.83571428571429,1
1135-LMECX,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0,0-1 year,9.925,0
4332-MUOEZ,1,1,1,1,20,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),94.3,1818.3,0,1-2 years,86.58571428571429,4
8535-SFUTN,1,0,0,0,61,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.45,6300.15,0,4+ years,101.61532258064516,4
5956-VKDTT,0,1,1,0,5,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,334.8,1,0-1 year,55.800000000000004,0
8677-HDZEE,0,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.45,5916.95,0,4+ years,103.80614035087719,4
2475-MROZF,1,0,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),95.0,2852.4,0,2-4 years,92.01290322580645,4
9412-GHEEC,1,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,1,2-4 years,100.77926829268293,4
3482-ABPKK,0,0,0,0,28,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,54.3,1546.3,0,2-4 years,53.320689655172416,2
6705-LXORM,0,1,1,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.05,302.6,0,0-1 year,50.43333333333334,0
0257-ZESQC,0,1,1,0,27,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.2,1929.35,1,2-4 years,68.90535714285714,1
7531-GQHME,1,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,265.45,0,0-1 year,20.41923076923077,0
5174-ITUMV,1,0,1,1,67,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.4,6989.45,0,4+ years,102.7860294117647,4
4109-CYRBD,1,1,1,0,29,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,51.6,1442.0,0,2-4 years,48.06666666666667,0
0913-XWSCN,1,0,1,1,55,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),85.5,4713.4,0,4+ years,84.16785714285713,1
6825-UYPFK,0,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.6,1758.6,1,1-2 years,73.27499999999999,0
8397-MVTAZ,1,0,1,0,34,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,3480.0,1,2-4 years,99.42857142857143,3
0750-EBAIU,1,0,0,0,52,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Electronic check,91.25,4738.3,0,4+ years,89.40188679245283,3
8606-CIQUL,1,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.75,8399.15,0,4+ years,115.05684931506849,6
3571-DPYUH,1,0,1,1,58,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Credit card (automatic),94.7,5430.35,0,4+ years,92.03983050847458,3
7601-GNDYK,1,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,686.95,0,2-4 years,19.081944444444446,0
0356-OBMAC,0,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),99.9,5706.3,0,4+ years,100.11052631578947,4
